1678-7153; Psicologia: Reflexão e Crítica; B1
2177-2738; RA'E GA: O ESPAÇO GEOGRÁFICO EM ANÁLISE; B1
1809-2039; RAI : REVISTA DE ADMINISTRAÇÃO E INOVAÇÃO; B1
1809-2039; RAI. Revista de Administração e Inovação; B1
1518-6776; RAM. REVISTA DE ADMINISTRAÇÃO MACKENZIE (IMPRESSO); B1
1678-6971; RAM. REVISTA DE ADMINISTRAÇÃO MACKENZIE (ONLINE); B1
1518-6776; RAM. Revista de Administração Mackenzie; B1
2177-2738; RA´ EGA (UFPR); B1
1982-6486; RCO - Revista de Contabilidade e Organizações; B1
1413-2311; READ. REVISTA ELETRÔNICA DE ADMINISTRAÇÃO (PORTO ALEGRE. ONLINE); B1
1413-2311; REAd. Revista Eletrônica de Administração; B1
1413-2311; REAd. Revista Eletrônica de Administração; B1
1677-7387; RECADM : REVISTA ELETRÔNICA DE CIÊNCIA ADMINISTRATIVA; B1
1677-7387; RECADM. Revista Eletrônica de Ciência Administrativa; B1
2177-8736; REGE REVISTA DE GESTAO; B1
1809-2276; REGE. REVISTA DE GESTÃO USP; B1
2316-2058; REGEPE - REVISTA DE EMPREENDEDORISMO E GESTÃO DE PEQUENAS EMPRESAS; B1
2316-2058; REGEPE - Revista de Empreendedorismo e Gestão de Pequenas Empresas; B1
2316-2058; REGEPE - Revista de Empreendedorismo e Gestão de Pequenas Empresas; B1
1578-4460; REGIONAL AND SECTORAL ECONOMIC STUDIES; B1
1515-3371; RELACIONES INTERNACIONALES (LA PLATA); B1
1984-0438; RELIGIÃO & SOCIEDADE; B1
1981-8610; REPeC - Revista de Educação e Pesquisa em Contabilidade; B1
0147-9121; RESEARCH IN LABOR ECONOMICS; B1
1918-7173; REVIEW OF EUROPEAN STUDIES; B1
2179-3255; REVISTA BRASILEIRA DE CIÊNCIAS DO ESPORTE (ONLINE); B1
0102-6909; REVISTA BRASILEIRA DE CIÊNCIAS SOCIAIS (IMPRESSO); B1
0034-7140; REVISTA BRASILEIRA DE ECONOMIA (IMPRESSO); B1
1984-0446; REVISTA BRASILEIRA DE ENFERMAGEM; B1
0034-7167; REVISTA BRASILEIRA DE ENFERMAGEM (IMPRESSO); B1
0102-3098; REVISTA BRASILEIRA DE ESTUDOS DE POPULAÇÃO (IMPRESSO); B1
1980-5519; REVISTA BRASILEIRA DE ESTUDOS DE POPULAÇÃO ? REBEP; B1
1679-0731; REVISTA BRASILEIRA DE FINANÇAS (IMPRESSO); B1
1984-5146; REVISTA BRASILEIRA DE FINANÇAS: RBFIN = RBFIN: BRAZILIAN FINANCE REVIEW; B1
1413-3555; REVISTA BRASILEIRA DE FISIOTERAPIA (IMPRESSO); B1
0100-2945; REVISTA BRASILEIRA DE FRUTICULTURA (IMPRESSO); B1
1809-239X; REVISTA BRASILEIRA DE GESTÃO E DESENVOLVIMENTO REGIONAL; B1
1806-9347; REVISTA BRASILEIRA DE HISTÓRIA (ONLINE); B1
1677-2504; REVISTA BRASILEIRA DE INOVAÇÃO; B1
2178-2822; REVISTA BRASILEIRA DE INOVAÇÃO; B1
1517-8692; REVISTA BRASILEIRA DE MEDICINA DO ESPORTE (IMPRESSO); B1
1679-3390; REVISTA BRASILEIRA DE ORIENTAÇÃO PROFISSIONAL; B1
1982-6125; REVISTA BRASILEIRA DE PESQUISA EM TURISMO; B1
0034-7329; REVISTA BRASILEIRA DE POLÍTICA INTERNACIONAL (IMPRESSO); B1
0482-5004; REVISTA BRASILEIRA DE REUMATOLOGIA (IMPRESSO); B1
1519-3829; REVISTA BRASILEIRA DE SAÚDE MATERNO INFANTIL (IMPRESSO); B1
0717-7518; REVISTA CHILENA DE NUTRICION; B1
1561-2880; REVISTA CUBANA DE INFORMACIÓN EN CIENCIAS DE LA SALUD - ACIMED; B1
1806-9282; REVISTA DA ASSOCIAÇÃO MÉDICA BRASILEIRA; B1
0103-3948; REVISTA DA EDUCAÇÃO FÍSICA (UEM. IMPRESSO); B1
1980-220X; REVISTA DA ESCOLA DE ENFERMAGEM DA USP; B1
1980-220X; REVISTA DA ESCOLA DE ENFERMAGEM DA USP (ONLINE); B1
0718-090X; REVISTA DE CIENCIA POLÍTICA (SANTIAGO. EN LÍNEA); B1
2175-8077; REVISTA DE CIÊNCIAS DA ADMINISTRAÇÃO; B1
1516-3865; REVISTA DE CIÊNCIAS DA ADMINISTRAÇÃO (CAD/UFSC); B1
1984-3291; REVISTA DE CONTABILIDADE DO MESTRADO EM CIÊNCIAS CONTÁBEIS DA UERJ (ONLINE); B1
1982-6486; REVISTA DE CONTABILIDADE E ORGANIZAÇÕES; B1
1980-5527; REVISTA DE ECONOMIA CONTEMPORÂNEA; B1
1415-9848; REVISTA DE ECONOMIA CONTEMPORÂNEA (IMPRESSO); B1
0103-2003; REVISTA DE ECONOMIA E SOCIOLOGIA RURAL; B1
0103-2003; REVISTA DE ECONOMIA E SOCIOLOGIA RURAL (IMPRESSO); B1
1981-8610; REVISTA DE EDUCAÇÃO E PESQUISA EM CONTABILIDADE; B1
1809-2640; REVISTA DE GESTÃO DA TECNOLOGIA E SISTEMAS DE INFORMAÇÃO (IMPRESSO); B1
1807-1775; REVISTA DE GESTÃO DA TECNOLOGIA E SISTEMAS DE INFORMAÇÃO (ONLINE); B1
1988-7116; REVISTA DE GLOBALIZACION, COMPETITIVIDAD Y GOBERNABILIDAD; B1
0252-0257; REVISTA DE LA CEPAL (IMPRESA); B1
0101-6083; REVISTA DE PSIQUIATRIA CLÍNICA (SÃO PAULO. IMPRESSO); B1
1678-9873; REVISTA DE SOCIOLOGIA E POLÍTICA; B1
1678-9873; REVISTA DE SOCIOLOGIA E POLÍTICA (ONLINE); B1
0104-4478; REVISTA DE SOCIOLOGIA E POLÍTICA (UFPR. IMPRESSO); B1
1415-6393; REVISTA DE TURISMO - VISÃO E AÇÃO; B1
1315-2378; REVISTA DEL CLAD REFORMA Y DEMOCRACIA; B1
0120-8160; REVISTA EAN; B1
1980-4164; REVISTA ELETRONICA DE ADMINISTRACAO; B1
1409-4258; REVISTA ELETRÓNICA EDUCARE; B1
1646-2408; REVISTA ENCONTROS CIENTIFICOS: TOURISM AND MANAGEMENT STUDIES; B1
1809-4430; REVISTA ENGENHARIA AGRÍCOLA (ON-LINE); B1
1806-9584; REVISTA ESTUDOS FEMINISTAS; B1
0121-6805; REVISTA FACULTAD DE CIENCIAS ECONÓMICAS: INVESTIGACIÓN Y REFLEXIÓN; B1
1909-7719; REVISTA FACULTAD DE CIENCIAS ECONÓMICAS: INVESTIGACIÓN Y REFLEXIÓN; B1
1132-2799; REVISTA GALEGA DE ECONOMÍA; B1
0120-0976; REVISTA INTERAMERICANA DE BIBLIOTECOLOGIA; B1
1870-3453; REVISTA MEXICANA DE BIODIVERSIDAD; B1
1405-6666; REVISTA MEXICANA DE INVESTIGACIÓN EDUCATIVA; B1
0188-2503; REVISTA MEXICANA DE SOCIOLOGÍA; B1
1982-8756; REVISTA ORGANIZAÇÕES EM CONTEXTO (ONLINE); B1
1645-4464; REVISTA PORTUGUESA E BRASILEIRA DE GESTÃO (LISBOA); B1
1677-2067; REVISTA PORTUGUESA E BRASILEIRA DE GESTÃO (RIO DE JANEIRO); B1
1984-4867; REVISTA TURISMO EM ANÁLISE; B1
0100-6762; REVISTA ÁRVORE (IMPRESSO); B1
1981-982X; RGSA: REVISTA DE GESTÃO SOCIAL E AMBIENTAL; B1
1981-982X; RGSA: Revista de Gestão Social e Ambiental (Online); B1
1806-9134; Revista Brasileira de Economia; B1
1984-5146; Revista Brasileira de Finanças; B1
2178-2822; Revista Brasileira de Inovação; B1
0482-5004; Revista Brasileira de Reumatologia; B1
1516-4136; Revista RA' EGA o Espaço em Análise; B1
1415-6393; Revista Turismo & Ação; B1
1984-4867; Revista Turismo emAnálise; B1
1415-6393; Revista Turismo- Visão e Ação; B1
1982-6125; Revista brasileira de pesquisa em turismo; B1
0104-4230; Revista da Associação Médica Brasileira (1992. Impresso); B1
1678-6971; Revista de Administração Mackenzie; B1
1518-6776; Revista de Administração Mackenzie (on-line); B1
1984-3291; Revista de Contabilidade do Mestrado em Ciências Contábeis da UERJ; B1
1984-3291; Revista de Contabilidade do Mestrado em Ciências Contábeis da UERJ (online); B1
0186-1042; Revista de Contaduría y Administración; B1
0103-2003; Revista de Economia e Sociologia Rural; B1
1981-8610; Revista de Educação e Pesquisa em Contabilidade (REPEC); B1
1981-8610; Revista de Educação e Pesquisa em Contabilidade (REPeC); B1
1981-8610; Revista de Educação e Pesquisa em Contabilidade - REPeC; B1
1981-982X; Revista de Gestão Social e Ambiental (RGSA); B1
1807-1775; Revista de Gestão da Tecnologia e Sistemas de Informação; B1
1981-8610; Revista de Pesquisa e Educação em Contabilidade; B1
2158-2440; SAGE OPEN; B1
0036-3375; SALAMANDRA (FRANKFURT); B1
1413-9324; SCIENTIA FORESTALIS (IPEF); B1
1138-9788; SCRIPTA NOVA (BARCELONA); B1
1679-0359; SEMINA. CIÊNCIAS AGRÁRIAS (ONLINE); B1
0969-160X; SOCIAL AND ENVIRONMENTAL ACCOUNTABILITY JOURNAL; B1
1806-9967; SOCIEDADE BRASILEIRA DE FRUTICULTURA (ONLINE); B1
0102-6992; SOCIEDADE E ESTADO (UNB. IMPRESSO); B1
1517-4522; SOCIOLOGIAS (UFRGS. IMPRESSO); B1
1807-0337; Sociologias (UFRGS); B1
1518-4471; TEORIA & SOCIEDADE (UFMG); B1
0104-0707; TEXTO & CONTEXTO ENFERMAGEM (UFSC. IMPRESSO); B1
0148-4184; THE ACCOUNTING HISTORIANS JOURNAL; B1
0163-7169; THE CHINA BUSINESS REVIEW (PRINT); B1
1097-1475; THE CHINESE ECONOMY; B1
1096-5572; THE JOURNAL OF PRIVATE EQUITY; B1
1534-7524; THE JOURNAL OF WEALTH MANAGEMENT; B1
1939-4551; THE WORLD ALLERGY ORGANIZATION JOURNAL; B1
1463-922X; THEORETICAL ISSUES IN ERGONOMICS (PRINT); B1
2182-8458; TOURISM & MANAGEMENT STUDIES; B1
2182-8466; TOURISM & MANAGEMENT STUDIES; B1
0103-3786; TRANSINFORMAÇÃO; B1
1983-7151; TURISMO: VISÃO E AÇÃO (ONLINE); B1
2182-8458; Tourism & Management Studies; B1
1516-7011; UNB CONTÁBIL; B1
1657-9267; UNIVERSITAS PSYCHOLOGICA; B1
1743-3541; WIT TRANSACTIONS ON ECOLOGY AND THE ENVIRONMENT (ONLINE); B1
1746-448X; WIT TRANSACTIONS ON ECOLOGY AND THE ENVIRONMENT (PRINT); B1
1109-9526; WSEAS TRANSACTIONS ON BUSINESS AND ECONOMICS; B1
1747-3616; YOUNG CONSUMERS; B1
1368-0668; ACCOUNTING AUDITING & ACCOUNTABILITY JOURNAL; B2
2179-975X; ACTA LIMNOLOGICA BRASILIENSIA (ONLINE); B2
0102-6712; ACTA LIMNOLÓGICA BRASILIENSIA; B2
1679-9291; ACTA SCIENTIARUM. HEALTH SCIENCES (IMPRESSO); B2
1807-8656; ACTA SCIENTIARUM. HUMAN AND SOCIAL SCIENCES; B2
1679-7361; ACTA SCIENTIARUM. HUMAN AND SOCIAL SCIENCES (IMPRESSO); B2
1806-2563; ACTA SCIENTIARUM. TECHNOLOGY (IMPRESSO); B2
1807-8664; ACTA SCIENTIARUM. TECHNOLOGY (ONLINE); B2
2215-3535; ACTUALIDADES EN PSICOLOGÍA; B2
1518-9929; ADM. MADE (UNIVERSIDADE ESTÁCIO DE SÁ); B2
2237-5139; ADM.MADE; B2
2175-5787; ADMINISTRAÇÃO PÚBLICA E GESTÃO SOCIAL; B2
2358-0917; ADMINISTRAÇÃO: ENSINO E PESQUISA (RAEP); B2
2177-6083; ADMINISTRAÇÃO: ENSINO R PESQUISA; B2
1679-9941; ADOLESCÊNCIA & SAÚDE (UERJ); B2
2193-7532; AGRICULTURAL AND FOOD ECONOMICS; B2
1510-0839; AGROCIENCIA (MONTEVIDEO); B2
1413-2591; ALCANCE (UNIVALI) (CESSOU EM 2007); B2
1678-8621; AMBIENTE CONSTRUÍDO (ONLINE); B2
0211-9803; ANALES DE GEOGRAFÍA DE LA UNIVERSIDAD COMPLUTENSE; B2
2156-6909; ANATOLIA AN INTERNATIONAL JOURNAL OF TOURISM AND HOSPITALITY (ONLINE); B2
1806-9614; ANIMAL REPRODUCTION; B2
1657-5997; AQUICHAN (BOGOTÁ); B2
1698-9465; ARCHIVOS DE MEDICINA; B2
1809-5267; ARQUIVOS BRASILEIROS DE PSICOLOGIA (ONLINE); B2
1808-1657; ARQUIVOS DO INSTITUTO BIOLÓGICO (ONLINE); B2
1677-0471; AVALIAÇÃO PSICOLÓGICA (IMPRESSO); B2
1414-4077; AVALIAÇÃO: REVISTA DA AVALIAÇÃO DA EDUCAÇÃO SUPERIOR; B2
1982-5765; AVALIAÇÃO: REVISTA DA AVALIAÇÃO DA EDUCAÇÃO SUPERIOR; B2
2177-6083; Administração: Ensino e Pesquisa (RAEP); B2
2358-0917; Administração:Ensino e Pesquisa; B2
1413-2591; Alcance (UNIVALI); B2
2175-3431; Avaliação Psicológica (Online); B2
1516-3725; BIOSCIENCE JOURNAL (UFU. IMPRESSO); B2
2050-7283; BMC PSYCHOLOGY; B2
1983-9774; BOLETIM CENTRO DE PESQUISA E PROCESSAMENTO DE ALIMENTOS; B2
0067-964X; BOLETIM PARANAENSE DE GEOCIÊNCIAS; B2
1134-993X; BOLETIN DE LA ASOCIACION INTERNACIONAL DE DERECHO COOPERATIVO; B2
0041-8633; BOLETÍN MEXICANO DE DERECHO COMPARADO; B2
1981-6723; BRAZILIAN JOURNAL OF FOOD TECHNOLOGY (ONLINE); B2
2317-4889; BRAZILIAN JOURNAL OF GEOLOGY; B2
1677-3225; BRAZILIAN JOURNAL OF ORAL SCIENCES; B2
2196-288X; BRAZILIAN JOURNAL OF SCIENCE AND TECHNOLOGY; B2
1310-0351; BULGARIAN JOURNAL OF AGRICULTURAL SCIENCE; B2
0213-8093; C.I.R.I.E.C. ESPAÑA; B2
2318-2962; CADERNO DE GEOGRAFIA; B2
2358-291X; CADERNOS SAÚDE COLETIVA; B2
1414-462X; CADERNOS SAÚDE COLETIVA (UFRJ); B2
0826-3663; CANADIAN JOURNAL OF LATIN AMERICAN AND CARIBBEAN STUDIES; B2
1606-4925; CIENCIAS DE LA INFORMACIÓN (ONLINE); B2
0717-554X; CINTA DE MOEBIO; B2
1519-6089; CIVITAS: REVISTA DE CIÊNCIAS SOCIAIS (IMPRESSO); B2
1980-850X; CIÊNCIA & EDUCAÇÃO; B2
1519-7050; CIÊNCIAS SOCIAIS UNISINOS; B2
2177-6229; CIÊNCIAS SOCIAIS UNISINOS; B2
1984-3909; COFFEE SCIENCE; B2
0873-948X; COMUNICAÇÕES GEOLÓGICAS; B2
1677-1028; CONSCIENTIAE SAÚDE (IMPRESSO); B2
1983-9324; CONSCIENTIAE SAÚDE (ONLINE); B2
1992-1896; CONTABILIDAD Y NEGOCIOS; B2
1678-2089; CONTEXTUS (FORTALEZA); B2
2178-9258; CONTEXTUS - REVISTA CONTEMPORÂNEA DE ECONOMIA E GESTÃO; B2
1666-5112; CUADERNOS DEL CIMBAGE; B2
2318-2962; Caderno de Geografia (PUCMG); B2
1984-7289; Civitas (Porto Alegre); B2
1809-6891; Ciência Animal Brasileira (Online); B2
1895-2089; Clin Exp Med Lett; B2
1895-2089; Clinical and Experimental Medical Letters; B2
1677-1028; ConScientiae Saúde; B2
1983-9324; ConScientiae Saúde; B2
1678-2089; Contextus. Revista Contemporânea de Economia e Gestão; B2
1129-6569; DECISIONS IN ECONOMICS AND FINANCE (ONLINE); B2
1678-4855; DESENVOLVIMENTO EM QUESTÃO; B2
2237-6453; DESENVOLVIMENTO EM QUESTÃO; B2
0012-7353; DYNA (MEDELLÍN); B2
1678-4855; Desenvolvimento em questão; B2
1984-6606; E&G - Revista Economia e Gestão; B2
1517-1949; ECCOS REVISTA CIENTÍFICA (IMPRESSO); B2
1983-9278; ECCOS REVISTA CIENTÍFICA (ONLINE); B2
1517-7580; ECONOMIA (BRASÍLIA); B2
1678-8982; ECONOMIA E GESTAO; B2
2175-6236; EDUCACAO E REALIDADE; B2
2177-6210; EDUCACAO UNISINOS (ONLINE); B2
0104-4060; EDUCAR EM REVISTA (IMPRESSO); B2
1982-6621; EDUCAÇÃO EM REVISTA (ONLINE); B2
1870-9036; EL PERIPLO SUSTENTABLE; B2
1518-2924; ENCONTROS BIBLI; B2
1415-2150; ENSAIO: PESQUISA EM EDUCAÇÃO EM CIÊNCIAS (IMPRESSO); B2
1414-8145; ESCOLA ANNA NERY; B2
1315-0006; ESPACIO ABIERTO (CARACAS. 1992); B2
1665-8140; ESPACIOS PÚBLICOS; B2
1405-2210; ESTUDIOS SOBRE LAS CULTURAS CONTEMPORÁNEAS; B2
1678-4669; ESTUDOS DE PSICOLOGIA (NATAL. ONLINE); B2
1413-294X; ESTUDOS DE PSICOLOGIA (UFRN); B2
1808-4281; ESTUDOS E PESQUISAS EM PSICOLOGIA (ONLINE); B2
1983-9308; EXACTA (ONLINE); B2
1678-5428; EXACTA (SÃO PAULO. IMPRESSO); B2
1870-9036; El Periplo Sustentable; B2
1518-2924; Encontros Bibli (Online); B2
1518-2924; Encontros Bibli (UFSC); B2
1984-3372; Estratégia e Negócio; B2
1517-8900; FACES : REVISTA DE ADMINISTRAÇÃO (BELO HORIZONTE. IMPRESSO); B2
1984-6975; FACES: REVISTA DE ADMINISTRAÇÃO (BELO HORIZONTE. ONLINE); B2
2179-8087; FLORAM - REVISTA FLORESTA E AMBIENTE (ONLINE); B2
1415-0980; FLORESTA E AMBIENTE; B2
1984-6975; Faces (FACE/FUMEC); B2
2178-8030; GESTAO E PLANEJAMENTO; B2
1516-9103; GESTÃO & PLANEJAMENTO (SALVADOR); B2
1808-5792; GESTÃO & REGIONALIDADE; B2
2176-5308; GESTÃO & REGIONALIDADE (ONLINE); B2
2340-1540; GLOBAL ECONOMICS AND MANAGEMENT REVIEW; B2
1794-192X; GUILLERMO DE OCKHAM; B2
2178-8030; Gestão & Planejamento; B2
1808-5792; Gestão & Regionalidade; B2
1808-5792; Gestão & Regionalidade (online); B2
1808-5792; Gestão e Regionalidade; B2
2071-5773; HERPETOLOGY NOTES; B2
2179-9164; Hospitalidade Revista da Universidade Anhembi; B2
2405-8963; IFAC-PAPERSONLINE; B2
2236-269X; INDEPENDENT JOURNAL OF MANAGEMENT & PRODUCTION; B2
2236-269X; INDEPENDENT JOURNAL OF MANAGEMENT & PRODUCTION; B2
0718-3291; INGENIARE. REVISTA CHILENA DE INGENIERÍA (IMPRESA); B2
1099-1174; INTELLIGENT SYSTEMS IN ACCOUNTING, FINANCE & MANAGEMENT; B2
1569-3767; INTERNATIONAL FINANCE REVIEW; B2
1947-3192; INTERNATIONAL JOURNAL OF AGRICULTURAL AND ENVIRONMENTAL INFORMATION SYSTEMS; B2
1932-9997; INTERNATIONAL JOURNAL OF AQUATIC RESEARCH AND EDUCATION (CHAMPAIGN, ILL.); B2
1757-8752; INTERNATIONAL JOURNAL OF AUDITING TECHNOLOGY; B2
1757-8760; INTERNATIONAL JOURNAL OF AUDITING TECHNOLOGY; B2
1753-6227; INTERNATIONAL JOURNAL OF BUSINESS AND EMERGING MARKETS; B2
1941-6296; INTERNATIONAL JOURNAL OF DECISION SUPPORT SYSTEM TECHNOLOGY; B2
2041-8698; INTERNATIONAL JOURNAL OF ECONOMICS AND ACCOUNTING (ONLINE); B2
1756-8471; INTERNATIONAL JOURNAL OF ENVIRONMENTAL ENGINEERING (ONLINE); B2
1756-7130; INTERNATIONAL JOURNAL OF FINANCIAL MARKETS AND DERIVATIVES; B2
1746-6970; INTERNATIONAL JOURNAL OF INVENTORY RESEARCH; B2
1753-8378; INTERNATIONAL JOURNAL OF MANAGING PROJECTS IN BUSINESS (PRINT); B2
1740-2859; INTERNATIONAL JOURNAL OF STRATEGIC CHANGE MANAGEMENT; B2
0329-3475; INVENIO (ROSARIO); B2
2236-269X; Independent Journal of Management & Production (IJM&P); B2
2175-9146; JOURNAL OF AEROSPACE TECHNOLOGY AND MANAGEMENT (ONLINE); B2
1756-1396; JOURNAL OF CHINESE ENTREPRENEURSHIP; B2
2195-3899; JOURNAL OF CONTROL, AUTOMATION AND ELECTRICAL SYSTEMS; B2
0883-2323; JOURNAL OF EDUCATION FOR BUSINESS; B2
2251-7316; JOURNAL OF GLOBAL ENTREPRENEURSHIP RESEARCH; B2
0972-0634; JOURNAL OF HEALTH MANAGEMENT. (NEW DELHI. PRINT); B2
1746-5664; JOURNAL OF MODELLING IN MANAGEMENT (PRINT); B2
2329-9460; JOURNAL OF RESPONSIBLE INNOVATION (PRINT); B2
2195-1721; JOURNAL OF SOFTWARE ENGINEERING RESEARCH AND DEVELOPMENT; B2
2055-5636; JOURNAL OF STRATEGIC CONTRACTING AND NEGOTIATION; B2
2055-5644; JOURNAL OF STRATEGIC CONTRACTING AND NEGOTIATION; B2
1328-7265; JOURNAL OF SYSTEMS AND INFORMATION TECHNOLOGY; B2
2238-1031; JOURNAL OF TRANSPORT LITERATURE; B2
2052-0336; LATIN AMERICAN JOURNAL OF MANAGEMENT FOR SUSTAINABLE DEVELOPMENT; B2
2052-0344; LATIN AMERICAN JOURNAL OF MANAGEMENT FOR SUSTAINABLE DEVELOPMENT; B2
1516-4896; LINHAS CRÍTICAS (UNB); B2
1536-5433; MANAGEMENT RESEARCH (ARMONK, N.Y.); B2
1982-8160; MATRIZES (ONLINE); B2
1982-8160; MATRIZes - Revista do Programa de Pós-Graduação em Ciência da Comunicação da USP; B2
2176-7262; MEDICINA (RIBEIRAO PRETO. ONLINE); B2
1984-2201; MERCATOR (FORTALEZA. ONLINE); B2
1646-107X; MOTRICIDADE (SANTA MARIA DA FEIRA); B2
0027-9013; NATIONAL CIVIC REVIEW (PRINT); B2
1939-4225; NEW HORIZONS IN ADULT EDUCATION & HUMAN RESOURCE DEVELOPMENT; B2
0104-7809; O MUNDO DA SAÚDE (CUSC. IMPRESSO); B2
1676-4285; ONLINE BRAZILIAN JOURNAL OF NURSING; B2
2211-6923; OPERATIONS RESEARCH FOR HEALTH CARE; B2
2238-6890; ORGANIZAÇÕES RURAIS & AGROINDUSTRIAIS; B2
1517-3879; ORGANIZAÇÕES RURAIS E AGROINDUSTRIAIS (UFLA); B2
1517-3879; Organizações Rurais e Agroindustriais; B2
1695-7121; PASOS (EL SAUZAL); B2
1519-0412; PENSAR CONTÁBIL; B2
1517-7599; PER MUSI (UFMG); B2
1090-8811; PERFORMANCE IMPROVEMENT (INTERNATIONAL SOCIETY FOR PERFORMANCE IMPROVEMENT. PRINT); B2
2212-5671; PROCEDIA ECONOMICS AND FINANCE; B2
1980-6248; PRÓ-POSIÇÕES (UNICAMP. ONLINE); B2
1413-8271; PSICO-USF (IMPRESSO); B2
0102-7182; PSICOLOGIA & SOCIEDADE (IMPRESSO); B2
1807-0310; PSICOLOGIA & SOCIEDADE (ONLINE); B2
0102-7182; PSICOLOGIA E SOCIEDADE (IMPRESSO); B2
0103-6564; PSICOLOGIA USP (IMPRESSO); B2
1982-3703; PSICOLOGIA: CIÊNCIA E PROFISSÃO; B2
1982-3703; PSICOLOGIA: CIÊNCIA E PROFISSÃO (ONLINE); B2
1516-3687; PSICOLOGIA: TEORIA E PRÁTICA (IMPRESSO); B2
2212-0173; Procedia Technology; B2
1414-9893; Psicologia Ciência e Profissão; B2
1757-8361; QUALITY ASSURANCE AND SAFETY OF CROPS & FOODS; B2
2176-9168; RAMA - Revista em Agronegócio e Meio Ambiente; B2
1981-9951; RAMA : REVISTA EM AGRONEGÓCIO E MEIO AMBIENTE; B2
1605-4806; RAZÓN Y PALABRA; B2
1983-4659; REA Revista de Administração da UFSM; B2
2175-3350; REBRAE - Revista Brasileira de Estratégia; B2
2175-3350; REBRAE. REVISTA BRASILEIRA DE ESTRATÉGIA (ELETRÔNICA); B2
1983-8484; REBRAE. REVISTA BRASILEIRA DE ESTRATÉGIA (IMPRESSO); B2
1579-0185; REDES, REVISTA HISPANA PARA EL ANÁLISIS DE REDES SOCIALES; B2
2177-5184; REMARK. REVISTA BRASILEIRA DE MARKETING; B2
1518-3025; REUNA (BELO HORIZONTE); B2
2179-8834; REUNA (ON LINE); B2
1518-3025; REUNA (online); B2
1517-3852; REV RENE: REVISTA DA REDE DE ENFERMAGEM DO NORDESTE; B2
1980-6965; REVISTA ACADÊMICA OBSERVATÓRIO DE INOVAÇÃO DO TURISMO; B2
1983-716X; REVISTA ALCANCE (ONLINE); B2
1980-993X; REVISTA AMBIENTE & ÁGUA; B2
0101-0964; REVISTA ANPEC; B2
2178-4884; REVISTA BRASILEIRA DE CIÊNCIA POLÍTICA; B2
0103-3352; REVISTA BRASILEIRA DE CIÊNCIA POLÍTICA (IMPRESSO); B2
1806-1117; REVISTA BRASILEIRA DE ENSINO DE FÍSICA (IMPRESSO); B2
2176-6681; REVISTA BRASILEIRA DE ESTUDOS PEDAGÓGICOS RBEP-INEP; B2
1809-9823; REVISTA BRASILEIRA DE GERIATRIA E GERONTOLOGIA (UNATI. IMPRESSO); B2
2177-5184; REVISTA BRASILEIRA DE MARKETING; B2
1519-7530; REVISTA BRASILEIRA DE PALEONTOLOGIA; B2
1519-9940; REVISTA BRASILEIRA DE SAÚDE E PRODUÇÃO ANIMAL; B2
1516-1846; REVISTA CEFAC (IMPRESSO); B2
1982-0216; REVISTA CEFAC (ONLINE); B2
2175-8069; REVISTA CONTEMPORÂNEA DE CONTABILIDADE; B2
1807-1821; REVISTA CONTEMPORÂNEA DE CONTABILIDADE (UFSC); B2
1982-0240; REVISTA CONTEXTO INTERNACIONAL (ONLINE); B2
2175-6783; REVISTA DA REDE DE ENFERMAGEM DO NORDESTE - REV RENE; B2
1983-4659; REVISTA DE ADMINISTRAÇÃO DA UFSM; B2
1679-5350; REVISTA DE ADMINISTRAÇÃO DA UNIMEP; B2
2178-9010; REVISTA DE GESTÃO E SECRETARIADO; B2
1413-3849; REVISTA DE NEGÓCIOS (CESSOU EM 2006); B2
1980-4431; REVISTA DE NEGÓCIOS (ONLINE); B2
2178-2865; REVISTA DE POLITICA PÚBLICAS DA UFMA; B2
0104-8740; REVISTA DE POLITICAS PUBLICAS (UFMA); B2
0213-4748; REVISTA DE PSICOLOGÍA SOCIAL (ED. IMPR.); B2
1518-3483; REVISTA DIÁLOGO EDUCACIONAL (PUCPR. IMPRESSO); B2
1984-6606; REVISTA ECONOMIA & GESTÃO; B2
1696-4713; REVISTA ELECTRÓNICA IBEROAMERICANA SOBRE CALIDAD, EFICACIA Y CAMBIO EN EDUCACIÓN; B2
1984-3372; REVISTA ELETRÔNICA DE ESTRATÉGIA & NEGÓCIOS; B2
2176-9168; REVISTA EM AGRONEGÓCIOS E MEIO AMBIENTE; B2
0104-3552; REVISTA ENFERMAGEM UERJ; B2
0102-6933; REVISTA GAÚCHA DE ENFERMAGEM (UFRGS. IMPRESSO); B2
1983-4535; REVISTA GESTAO UNIVERSITARIA NA AMERICA LATINA - GUAL; B2
1807-975X; REVISTA HOSPITALIDADE; B2
2179-9164; REVISTA HOSPITALIDADE; B2
1850-0013; REVISTA IBEROAMERICANA DE CIENCIA TECNOLOGÍA Y SOCIEDAD (EN LÍNEA); B2
1138-2783; REVISTA IBEROAMERICANA DE EDUCACIÓN A DISTANCIA; B2
2176-0756; REVISTA IBEROAMERICANA DE ESTRATÉGIA; B2
1983-4195; REVISTA IBRACON DE ESTRUTURAS E MATERIAIS; B2
1692-715X; REVISTA LATINOAMERICANA DE CIENCIAS SOCIALES, NIÑEZ Y JUVENTUD; B2
1518-6148; REVISTA MAL-ESTAR E SUBJETIVIDADE (IMPRESSO); B2
